ID,Name,Cost,Type,Race,Rarity,Attack,Health,Tribe,Keywords,Card Text
"hive_infest","Infest",2,"SPELL","HIVEMIND","COMMON",,,"","","Summon three 1/1 Drones"
"hive_acid_spitter","Acid Spitter",2,"MINION","HIVEMIND","COMMON",2,3,"INSECT","DRAIN, DEPLOY","Deal 1 damage for each other friendly minion you control"
"hive_pheromone_trail","Pheromone Trail",2,"SPELL","HIVEMIND","COMMON",,,"","","Give all friendly minions +1 Attack this turn. Draw a card"
"hive_tunnel_burrower","Tunnel Burrower",3,"MINION","HIVEMIND","COMMON",2,5,"INSECT","BARRIER, DRAIN, LAST_WORDS","GUARDIAN. LAST WORDS: Summon a 1/1 Drone"
"hive_hive_warrior","Hive Warrior",3,"MINION","HIVEMIND","COMMON",3,3,"INSECT","LETHAL, DRAIN, LAST_WORDS","SWIFT. LAST WORDS: Give a random friendly minion +1/+1"
"hive_brood_burst","Brood Burst",3,"SPELL","HIVEMIND","COMMON",,,"","","Summon 1/1 Drones until you have 5 minions"
"hive_consume_and_grow","Consume and Grow",3,"SPELL","HIVEMIND","COMMON",2,1,"","","Destroy a friendly minion. Give all other friendly minions +2/+1"
"hive_swarm_feeder","Swarm Feeder",3,"MINION","HIVEMIND","COMMON",2,4,"INSECT","DEPLOY","Summon a token"
"hive_venomsting","Venomsting",3,"MINION","HIVEMIND","COMMON",2,3,"INSECT","BLITZ, LETHAL, LAST_WORDS","LETHAL. LAST WORDS: Deal 1 damage to all enemy minions"
"hive_hive_coordinator","Hive Coordinator",4,"MINION","HIVEMIND","COMMON",3,5,"INSECT","DEPLOY","Your minions have +1/+1. Summon a 1/1 Drone"
"hive_chitin_charger","Chitin Charger",4,"MINION","HIVEMIND","COMMON",4,4,"INSECT","LETHAL, BLITZ, LAST_WORDS","BLITZ. LAST WORDS: Deal 2 damage to a random enemy"
"hive_plague_swarm","Plague Swarm",4,"SPELL","HIVEMIND","COMMON",,,"","","Deal 1 damage to all enemy minions for each friendly minion you control"
"hive_cocoon","Cocoon",4,"SPELL","HIVEMIND","COMMON",,,"","","Deal 4 damage to a random enemy"
"hive_brood_lord","Brood Lord",5,"MINION","HIVEMIND","COMMON",4,6,"INSECT","DRAIN, DEPLOY","Whenever this attacks, summon two 1/1 Drones"
"hive_swarm_tide","Swarm Tide",5,"SPELL","HIVEMIND","COMMON",,,"","","Deal 3 damage to all enemy minions"
"hive_hiveguard","Hiveguard",5,"MINION","HIVEMIND","COMMON",3,8,"INSECT","BLITZ, DRAIN, DEPLOY","GUARDIAN. . Gains +0/+2 for each other friendly minion"
"hive_devouring_tide","Devouring Tide",5,"SPELL","HIVEMIND","COMMON",2,2,"","","Give all friendly minions +2/+2. If you have 5+ minions, give +3/+3 instead"
"hive_titan_beetle","Titan Beetle",6,"MINION","HIVEMIND","COMMON",6,7,"INSECT","LETHAL, BARRIER, DEPLOY, LAST_WORDS","GUARDIAN. Summon three 1/1 Drones. LAST WORDS: Deal 3 damage to a random enemy"
"hive_swarm_intelligence","Swarm Intelligence",6,"SPELL","HIVEMIND","COMMON",1,1,"","","Draw a card for each friendly minion. Give all friendly minions +1/+1"
"hive_hive_colossus","Hive Colossus",7,"MINION","HIVEMIND","COMMON",5,6,"INSECT","BARRIER, DOUBLE_STRIKE, DEPLOY","Deal 3 damage to a random enemy"
"hive_extinction_swarm","Extinction Swarm",7,"SPELL","HIVEMIND","COMMON",,,"","","Destroy all enemy minions. Summon a 1/1 Drone for each minion destroyed"
"hive_egg_sac","Egg Sac",1,"MINION","HIVEMIND","COMMON",0,3,"INSECT","GUARDIAN, LAST_WORDS","GUARDIAN. LAST WORDS: Summon two 1/1 Drones"
"hive_hive_nexus","Hive Nexus",3,"STRUCTURE","HIVEMIND","COMMON",1,1,"","DEPLOY","Your Drones have +1/+1"
"hive_swarm_matriarch","Swarm Matriarch",4,"MINION","HIVEMIND","RARE",3,6,"INSECT","DEPLOY","Whenever a friendly minion dies, summon a 1/1 Drone"
"hive_explosive_hatchlings","Explosive Hatchlings",3,"SPELL","HIVEMIND","RARE",,,"","","Summon three 1/1 Drones. Give them Deal 1 damage to all enemies"
"hive_hivemind_synapse","Hivemind Synapse",4,"SPELL","HIVEMIND","RARE",,,"","","Deal 3 damage"
"hive_brood_pit","Brood Pit",4,"STRUCTURE","HIVEMIND","RARE",,,"","DEPLOY","Start of Turn: Summon two 1/1 Drones. Your bonuses count Drones twice"
"hive_parasite_injector","Parasite Injector",3,"MINION","HIVEMIND","RARE",2,4,"INSECT","DOUBLE_STRIKE, DEPLOY","Plant a Parasite on an enemy minion. At start of your turn, it takes 2 damage and you summon a 1/1 Drone"
"hive_swarm_frenzy","Swarm Frenzy",4,"SPELL","HIVEMIND","RARE",,,"","","Deal 3 damage"
"hive_queens_champion","Queen's Champion",5,"MINION","HIVEMIND","RARE",5,5,"INSECT","DRAIN, LETHAL, DEPLOY","BARRIER. Whenever this kills a minion, summon two 1/1 Drones"
"hive_adaptive_carapace","Adaptive Carapace",3,"SPELL","HIVEMIND","RARE",1,1,"","GUARDIAN","Give a minion +1/+1 for each other friendly minion. Give it GUARDIAN"
"hive_infestation","Infestation",5,"SPELL","HIVEMIND","RARE",,,"","","Summon 1/1 Drones on your opponent's board until it's full. Those Drones attack their own Hero each turn"
"hive_centipede_horror","Centipede Horror",6,"MINION","HIVEMIND","RARE",4,5,"INSECT","LETHAL, DEPLOY","Gain +1/+1 for each friendly minion that died this game"
"hive_chitinous_evolution","Chitinous Evolution",5,"SPELL","HIVEMIND","RARE",,,"","","Transform all 1/1 Drones you control into 3/3 Evolved Drones with"
"hive_colony_collapse","Colony Collapse",6,"SPELL","HIVEMIND","RARE",,,"","","Destroy all friendly minions. Deal 2 damage to all enemies for each minion destroyed"
"hive_brood_carrier","Brood Carrier",5,"MINION","HIVEMIND","RARE",4,7,"INSECT","LETHAL, DRAIN, DEPLOY","Deal 2 damage to a random enemy"
"hive_pheromone_bomb","Pheromone Bomb",3,"SPELL","HIVEMIND","RARE",,,"","","Give a minion ""Summon 1/1 Drones equal to this minion's Attack."""
"hive_spawning_chamber","Spawning Chamber",5,"STRUCTURE","HIVEMIND","RARE",1,1,"","DEPLOY","Whenever you summon a Drone, give all other Drones +1/+1"
"hive_the_brood_mother","THE BROOD MOTHER",8,"MINION","HIVEMIND","EPIC",6,9,"INSECT","LETHAL, DOUBLE_STRIKE, DEPLOY","Deal 4 damage to a random enemy"
"hive_swarm_singularity","Swarm Singularity",8,"SPELL","HIVEMIND","EPIC",,,"","","Deal 5 damage to all enemy minions"
"hive_plague_bearer","Plague Bearer",6,"MINION","HIVEMIND","EPIC",3,6,"INSECT","DEPLOY","Whenever a Drone is summoned, deal 1 damage to all enemies. Whenever a Drone dies, summon a 1/1 Drone"
"hive_overmind_skryx","OVERMIND SKRYX",9,"MINION","HIVEMIND","LEGENDARY",5,11,"INSECT","SWIFT, DRAIN, DEPLOY, SWIFT, LETHAL, DRAIN","SWARM. Drones have SWARM, SWIFT, and LETHAL. Start of Turn: Fill your board with 1/1 Drones. Whenever a Drone attacks, summon another Drone."
"hive_the_living_hive","THE LIVING HIVE",8,"MINION","HIVEMIND","LEGENDARY",3,4,"INSECT","LETHAL, DEPLOY","Deal 4 damage to a random enemy"
"astro_stargazer_initiate","Stargazer Initiate",1,"MINION","ASTROMANCERS","COMMON",1,4,"","BARRIER, DEPLOY","Deal 1 damage to a random enemy"
"astro_cosmic_insight","Cosmic Insight",1,"SPELL","ASTROMANCERS","COMMON",,,"","","Draw a card."
"astro_nova_wisp","Nova Wisp",1,"MINION","ASTROMANCERS","COMMON",1,2,"ELEMENTAL","DEPLOY","Draw a card"
"astro_stellar_compass","Stellar Compass",1,"SPELL","ASTROMANCERS","COMMON",,,"","","Draw a card"
"astro_astral_moth","Astral Moth",1,"MINION","ASTROMANCERS","COMMON",2,2,"ELEMENTAL","LETHAL","Deal 1 damage to a random enemy"
"astro_constellation_mapper","Constellation Mapper",2,"MINION","ASTROMANCERS","COMMON",2,4,"","SWIFT, DEPLOY","Deal 1 damage to a random enemy"
"astro_celestial_scribe","Celestial Scribe",2,"MINION","ASTROMANCERS","COMMON",1,4,"","LAST_WORDS","Whenever you draw a card outside your normal draw, gain +1/+1. LAST WORDS: Draw a card"
"astro_star_chart","Star Chart",2,"SPELL","ASTROMANCERS","COMMON",,,"","","Draw 2 cards"
"astro_nebula_sprite","Nebula Sprite",2,"MINION","ASTROMANCERS","COMMON",2,3,"ELEMENTAL","LETHAL, DEPLOY","Draw a card if you put a minion on top"
"astro_meteor_shower","Meteor Shower",2,"SPELL","ASTROMANCERS","COMMON",,,"","","Deal 1 damage to 3 random enemies."
"astro_astral_navigator","Astral Navigator",3,"MINION","ASTROMANCERS","COMMON",3,4,"","DRAIN","Deal 3 damage to a random enemy"
"astro_prophecy_keeper","Prophecy Keeper",3,"MINION","ASTROMANCERS","COMMON",2,5,"","DEPLOY","Deal 3 damage to a random enemy"
"astro_supernova_shard","Supernova Shard",3,"SPELL","ASTROMANCERS","COMMON",,,"","","Deal 3 damage. . If the top card is a spell, deal 3 more damage"
"astro_astral_archive","Astral Archive",3,"SPELL","ASTROMANCERS","COMMON",,,"","","Draw 3 cards. Put 1 card from your hand on top of your deck"
"astro_cosmic_resonance","Cosmic Resonance",3,"SPELL","ASTROMANCERS","COMMON",,,"","","Draw 2 cards"
"astro_starfall_sentinel","Starfall Sentinel",3,"MINION","ASTROMANCERS","COMMON",3,3,"","SWIFT, BLITZ","Deal 4 damage to a random enemy"
"astro_fate_weaver","Fate Weaver",4,"MINION","ASTROMANCERS","COMMON",3,6,"","DRAIN, DEPLOY","Deal 4 damage to a random enemy"
"astro_celestial_observer","Celestial Observer",4,"MINION","ASTROMANCERS","COMMON",4,4,"","DEPLOY","Whenever you draw a card, deal 1 damage to a random enemy"
"astro_star_storm","Star Storm",4,"SPELL","ASTROMANCERS","COMMON",,,"","","Deal 4 damage."
"astro_divination","Divination",4,"SPELL","ASTROMANCERS","COMMON",,,"","","Deal 3 damage"
"astro_astral_titan","Astral Titan",5,"MINION","ASTROMANCERS","COMMON",5,6,"","BARRIER, DOUBLE_STRIKE, DEPLOY","Deal 2 damage to a random enemy"
"astro_cosmic_bombardment","Cosmic Bombardment",5,"SPELL","ASTROMANCERS","COMMON",,,"","","Deal 2 damage to all enemies. Draw a card for each enemy minion damaged"
"astro_void_telescope","Void Telescope",5,"MINION","ASTROMANCERS","COMMON",3,5,"","DOUBLE_STRIKE, DEPLOY","Deal 2 damage to a random enemy"
"astro_knowledge_is_power","Knowledge is Power",5,"SPELL","ASTROMANCERS","COMMON",,,"","","Deal 3 damage to all enemy minions"
"astro_galaxy_drifter","Galaxy Drifter",6,"MINION","ASTROMANCERS","COMMON",6,7,"","GUARDIAN, DEPLOY","Draw 3 cards."
"astro_starfire","Starfire",6,"SPELL","ASTROMANCERS","COMMON",,,"","","Deal damage equal to the number of cards in your hand"
"astro_celestial_arbiter","Celestial Arbiter",7,"MINION","ASTROMANCERS","COMMON",7,8,"","DOUBLE_STRIKE, DEPLOY","Draw 2 cards"
"astro_cosmic_alignment","Cosmic Alignment",7,"SPELL","ASTROMANCERS","COMMON",,,"","","Draw 3 cards. They cost (3) less"
"astro_astral_familiar","Astral Familiar",2,"MINION","ASTROMANCERS","COMMON",1,3,"","LAST_WORDS","Whenever you SCRY, gain +1/+1. LAST WORDS: SCRY (3)"
"astro_observatory","Observatory",3,"STRUCTURE","ASTROMANCERS","COMMON",,,"","DEPLOY","Draw a card"
"astro_fated_draw","Fated Draw",2,"SPELL","ASTROMANCERS","RARE",,,"","","Deal 3 damage to a random enemy"
"astro_oracle_of_celestara","Oracle of Celestara",4,"MINION","ASTROMANCERS","RARE",3,6,"","DEPLOY","Whenever you , draw a card"
"astro_cosmic_librarian","Cosmic Librarian",3,"MINION","ASTROMANCERS","RARE",2,5,"","DEPLOY","Your card draw effects draw 1 additional card"
"astro_stellar_nexus","Stellar Nexus",4,"STRUCTURE","ASTROMANCERS","RARE",,,"","DEPLOY","Draw a card"
"astro_constellation_strike","Constellation Strike",5,"SPELL","ASTROMANCERS","RARE",,,"","","Deal 1 damage to a random enemy for each card you've drawn this turn."
"astro_mind_palace","Mind Palace",5,"SPELL","ASTROMANCERS","RARE",,,"","","Draw 4 cards. Put 2 back on top of your deck in any order"
"astro_galactic_sage","Galactic Sage",5,"MINION","ASTROMANCERS","RARE",4,5,"","GUARDIAN, DEPLOY","Deal 2 damage to a random enemy"
"astro_fatespinner","Fatespinner",3,"MINION","ASTROMANCERS","RARE",2,4,"","DEPLOY","Whenever you draw a card, add a random Astromancer spell to your hand. It costs (1)"
"astro_cosmic_overflow","Cosmic Overflow",6,"SPELL","ASTROMANCERS","RARE",,,"","","Draw 5 cards. For each card drawn that exceeds your hand limit, deal 3 damage to the enemy Hero"
"astro_dimensional_echo","Dimensional Echo",4,"SPELL","ASTROMANCERS","RARE",,,"","","Deal 3 damage"
"astro_star_architect","Star Architect",6,"MINION","ASTROMANCERS","RARE",5,6,"","DEPLOY","Deal 3 damage to a random enemy"
"astro_nebula_collapse","Nebula Collapse",5,"SPELL","ASTROMANCERS","RARE",,,"","","Destroy an enemy minion. Draw cards equal to its Attack. (Max 5.)"
"astro_stellar_beacon","Stellar Beacon",4,"MINION","ASTROMANCERS","RARE",3,5,"","DOUBLE_STRIKE, LETHAL, DEPLOY","Draw a card"
"astro_cosmic_cascade","Cosmic Cascade",6,"SPELL","ASTROMANCERS","RARE",,,"","","Draw a card"
"astro_astral_sanctum","Astral Sanctum",5,"STRUCTURE","ASTROMANCERS","RARE",,,"","DEPLOY","Deal 5 damage to a random enemy"
"astro_celestial_oracle","CELESTIAL ORACLE",8,"MINION","ASTROMANCERS","EPIC",6,9,"","GUARDIAN, SWIFT, DEPLOY","Draw a card"
"astro_starfall_cataclysm","Starfall Cataclysm",9,"SPELL","ASTROMANCERS","EPIC",,,"","","Deal 15 damage split randomly among all enemies. Draw 5 cards."
"astro_architect_of_fate","Architect of Fate",7,"MINION","ASTROMANCERS","EPIC",4,7,"","BARRIER, DEPLOY","Look at both decks. Rearrange the top 5 cards of each in any order. Draw 3 cards"
"astro_oracle_stellara","ORACLE STELLARA",9,"MINION","ASTROMANCERS","LEGENDARY",7,8,"","BARRIER, DEPLOY","Draw 2 cards"
"astro_the_book_of_infinity","THE BOOK OF INFINITY",8,"MINION","ASTROMANCERS","LEGENDARY",0,13,"","DEPLOY","Draw 3 cards"
"chrono_timekeeper_initiate","Timekeeper Initiate",1,"MINION","CHRONOBOUND","COMMON",1,3,"","DRAIN, DEPLOY","Deal 1 damage to a random enemy"
"chrono_temporal_bolt","Temporal Bolt",1,"SPELL","CHRONOBOUND","COMMON",,,"","DOUBLE_STRIKE","Deal 1 damage"
"chrono_rewind_sprite","Rewind Sprite",1,"MINION","CHRONOBOUND","COMMON",2,2,"","DRAIN, DEPLOY","Return a friendly minion to your hand"
"chrono_temporal_patch","Temporal Patch",1,"SPELL","CHRONOBOUND","COMMON",,,"","","Return a friendly minion to your hand. It costs (2) less. Draw a card"
"chrono_clockwork_sparrow","Clockwork Sparrow",1,"MINION","CHRONOBOUND","COMMON",1,2,"MECH","LETHAL","SWIFT"
"chrono_timeline_splitter","Timeline Splitter",2,"MINION","CHRONOBOUND","COMMON",2,3,"","BLITZ","DRAIN."
"chrono_second_chance","Second Chance",2,"SPELL","CHRONOBOUND","COMMON",,,"","","Return a friendly minion that died this turn to play with 1 Health"
"chrono_chronosnare","Chronosnare",2,"SPELL","CHRONOBOUND","COMMON",,,"","","Freeze an enemy minion for 2 turns. (It can't attack.)"
"chrono_paradox_walker","Paradox Walker",2,"MINION","CHRONOBOUND","COMMON",2,3,"","LAST_WORDS","DEPLOY: Next card costs (1) less. LAST WORDS: Return a random friendly minion to hand, costs (1) less"
"chrono_fast_forward","Fast Forward",2,"SPELL","CHRONOBOUND","COMMON",,,"","","Give a friendly minion +2 Attack and remove summoning sickness"
"chrono_time_elemental","Time Elemental",3,"MINION","CHRONOBOUND","COMMON",3,4,"ELEMENTAL","DRAIN","DRAIN."
"chrono_chrono_guard","Chrono Guard",3,"MINION","CHRONOBOUND","COMMON",2,5,"","LETHAL, DOUBLE_STRIKE","GUARDIAN."
"chrono_temporal_slash","Temporal Slash",3,"SPELL","CHRONOBOUND","COMMON",,,"","LETHAL","Deal 2 damage"
"chrono_rewrite_history","Rewrite History",3,"SPELL","CHRONOBOUND","COMMON",,,"","","Return ALL friendly minions to your hand. They cost (1) less. Draw a card"
"chrono_aging_curse","Aging Curse",3,"SPELL","CHRONOBOUND","COMMON",,,"","","Deal 2 damage"
"chrono_moment_thief","Moment Thief",3,"MINION","CHRONOBOUND","COMMON",3,3,"","LETHAL, BLITZ, DEPLOY","Deal 1 damage"
"chrono_temporal_enforcer","Temporal Enforcer",4,"MINION","CHRONOBOUND","COMMON",4,5,"","DOUBLE_STRIKE","LETHAL."
"chrono_time_warp_bolt","Time Warp Bolt",4,"SPELL","CHRONOBOUND","COMMON",,,"","LETHAL","Deal 3 damage"
"chrono_d_j_vu","Déjà Vu",4,"SPELL","CHRONOBOUND","COMMON",,,"","","Draw a card"
"chrono_chronosmith","Chronosmith",4,"MINION","CHRONOBOUND","COMMON",3,5,"","DEPLOY","Whenever you play an card, gain +2/+1"
"chrono_temporal_juggernaut","Temporal Juggernaut",5,"MINION","CHRONOBOUND","COMMON",5,6,"","DOUBLE_STRIKE, DEPLOY","Deal 2 damage to a random enemy"
"chrono_sands_of_time","Sands of Time",5,"SPELL","CHRONOBOUND","COMMON",,,"","","Freeze all enemy minions. Draw a card for each frozen minion"
"chrono_loop_agent","Loop Agent",5,"MINION","CHRONOBOUND","COMMON",4,4,"","LETHAL, DEPLOY","Return a friendly minion to your hand. Replay it immediately for (0)"
"chrono_temporal_rift","Temporal Rift",5,"SPELL","CHRONOBOUND","COMMON",,,"","","Return all enemy minions to your opponent's hand. They cost (2) more"
"chrono_epoch_knight","Epoch Knight",6,"MINION","CHRONOBOUND","COMMON",6,7,"","LETHAL, BARRIER","SWIFT"
"chrono_time_collapse","Time Collapse",6,"SPELL","CHRONOBOUND","COMMON",,,"","","Return a friendly minion to your hand"
"chrono_chronos_titan","Chronos Titan",7,"MINION","CHRONOBOUND","COMMON",7,8,"","LETHAL, BARRIER, DEPLOY","Deal 7 damage to a random enemy"
"chrono_eternity_storm","Eternity Storm",7,"SPELL","CHRONOBOUND","COMMON",,,"","","Deal 5 damage to all enemies. Cast this again at the start of your next turn"
"chrono_hourglass","Hourglass",2,"STRUCTURE","CHRONOBOUND","COMMON",,,"","DEPLOY","Deal 2 damage to a random enemy"
"chrono_temporal_echo","Temporal Echo",2,"MINION","CHRONOBOUND","COMMON",2,2,"","DOUBLE_STRIKE, DRAIN, DEPLOY","Draw a card"
"chrono_time_loop","Time Loop",3,"SPELL","CHRONOBOUND","RARE",,,"","","Draw a card"
"chrono_chronomancer","Chronomancer",4,"MINION","CHRONOBOUND","RARE",3,6,"","DEPLOY","Draw a card"
"chrono_temporal_ambush","Temporal Ambush",3,"SPELL","CHRONOBOUND","RARE",,,"","DRAIN","Summon a 3/2 Time Assassin with SWIFT"
"chrono_clockwork_tower","Clockwork Tower",4,"STRUCTURE","CHRONOBOUND","RARE",1,1,"","DEPLOY","Give a minion +1/+1"
"chrono_paradox_engine","Paradox Engine",5,"MINION","CHRONOBOUND","RARE",3,6,"MECH","DEPLOY","Whenever you play an card, summon a 2/2 Temporal Clone"
"chrono_reverse_polarity","Reverse Polarity",4,"SPELL","CHRONOBOUND","RARE",,,"","","Swap the Attack and Health of all minions on the board"
"chrono_temporal_duelist","Temporal Duelist",5,"MINION","CHRONOBOUND","RARE",5,5,"","DOUBLE_STRIKE, BARRIER","SWIFT"
"chrono_groundhog_day","Groundhog Day",4,"SPELL","CHRONOBOUND","RARE",,,"","","Replay all effects of friendly minions on the board"
"chrono_temporal_feedback","Temporal Feedback",5,"SPELL","CHRONOBOUND","RARE",,,"","","Deal damage to an enemy minion equal to its cost."
"chrono_infinity_loop","Infinity Loop",3,"MINION","CHRONOBOUND","RARE",2,4,"","DRAIN, DEPLOY","Draw a card"
"chrono_epoch_recall","Epoch Recall",6,"SPELL","CHRONOBOUND","RARE",,,"","","Return all friendly minions that died this game to your hand. They cost (2) less"
"chrono_time_heist","Time Heist",5,"SPELL","CHRONOBOUND","RARE",,,"","","Take an extra turn after this one. You only draw 1 card and start with 3 less Crystals"
"chrono_recursive_sentry","Recursive Sentry",4,"MINION","CHRONOBOUND","RARE",3,5,"","DRAIN, DEPLOY","Return a friendly minion to your hand"
"chrono_temporal_overcharge","Temporal Overcharge",6,"SPELL","CHRONOBOUND","RARE",,,"","","Deal 4 damage to all enemy minions"
"chrono_chrono_vault","Chrono Vault",5,"STRUCTURE","CHRONOBOUND","RARE",1,1,"","DEPLOY","Give a minion +1/+1"
"chrono_timeshapers_masterpiece","TIMESHAPER'S MASTERPIECE",8,"MINION","CHRONOBOUND","EPIC",7,8,"","DRAIN, DOUBLE_STRIKE, DEPLOY","Deal 8 damage to a random enemy"
"chrono_time_stop","Time Stop",9,"SPELL","CHRONOBOUND","EPIC",,,"","","Deal 5 damage to all enemy minions"
"chrono_recursion_matrix","Recursion Matrix",7,"MINION","CHRONOBOUND","EPIC",4,7,"","DEPLOY","Draw a card"
"chrono_timeshaper_chronus","TIMESHAPER CHRONUS",9,"MINION","CHRONOBOUND","LEGENDARY",6,9,"","DRAIN, DEPLOY","Deal 9 damage to a random enemy"
"chrono_the_eternity_engine","THE ETERNITY ENGINE",8,"MINION","CHRONOBOUND","LEGENDARY",0,16,"MECH","DEPLOY","Give a minion +2/+2"
"neutral_stellar_scout","Stellar Scout",1,"MINION","","COMMON",1,3,"","DOUBLE_STRIKE, DEPLOY","Draw a card"
"neutral_stardust_mite","Stardust Mite",1,"MINION","","COMMON",1,2,"","DEPLOY","Deal 1 damage to a random enemy"
"neutral_nebula_runner","Nebula Runner",1,"MINION","","COMMON",2,2,"","DRAIN","SWIFT"
"neutral_shield_bearer","Shield Bearer",1,"MINION","","COMMON",0,5,"","DRAIN","GUARDIAN"
"neutral_astral_hatchling","Astral Hatchling",1,"MINION","","COMMON",1,2,"ELEMENTAL","BARRIER","Draw a card"
"neutral_salvage_rat","Salvage Rat",1,"MINION","","COMMON",1,2,"BEAST","CLOAK, DEPLOY","(Draw a card.)"
"neutral_nimble_pickpocket","Nimble Pickpocket",1,"MINION","","COMMON",1,3,"","DEPLOY","Whenever this deals damage to the enemy Hero, draw a card"
"neutral_volatile_spark","Volatile Spark",1,"MINION","","COMMON",2,2,"ELEMENTAL","DEPLOY","Deal 1 damage to a random enemy"
"neutral_galactic_wanderer","Galactic Wanderer",1,"MINION","","COMMON",1,3,"","","."
"neutral_void_chick","Void Chick",1,"MINION","","COMMON",1,2,"","GUARDIAN","Deal 1 damage to a random enemy"
"neutral_plasma_pup","Plasma Pup",1,"MINION","","COMMON",1,2,"BEAST","DEPLOY","Deal 1 damage to a random enemy"
"neutral_cosmic_recruit","Cosmic Recruit",1,"MINION","","COMMON",1,4,"","","."
"neutral_starport_mechanic","Starport Mechanic",2,"MINION","","COMMON",2,4,"","GUARDIAN, DEPLOY","Give a friendly Mech +1/+1"
"neutral_cosmic_courier","Cosmic Courier",2,"MINION","","COMMON",2,3,"","LETHAL, DEPLOY","Draw a card"
"neutral_gravedigger","Gravedigger",2,"MINION","","COMMON",2,4,"","DEPLOY","Deal 1 damage to a random enemy"
"neutral_frontier_guard","Frontier Guard",2,"MINION","","COMMON",2,4,"","SWIFT","GUARDIAN"
"neutral_arena_challenger","Arena Challenger",2,"MINION","","COMMON",3,3,"","","."
"neutral_feral_tracker","Feral Tracker",2,"MINION","","COMMON",2,3,"BEAST","SWIFT","Deal 1 damage to a random enemy"
"neutral_energizer_bot","Energizer Bot",2,"MINION","","COMMON",1,4,"MECH","DEPLOY","Deal 1 damage to a random enemy"
"neutral_shady_merchant","Shady Merchant",2,"MINION","","COMMON",2,3,"","LETHAL, DEPLOY","Draw a card"
"neutral_nova_hound","Nova Hound",2,"MINION","","COMMON",2,2,"BEAST","BLITZ","Draw a card"
"neutral_cosmic_twins","Cosmic Twins",2,"MINION","","COMMON",1,2,"","BLITZ, DEPLOY","Draw a card"
"neutral_medic_drone","Medic Drone",2,"MINION","","COMMON",1,4,"MECH","DRAIN, DEPLOY","Restore 3 Health to a friendly character"
"neutral_warp_runner","Warp Runner",2,"MINION","","COMMON",3,2,"","DEPLOY","Deal 1 damage to the enemy Hero"
"neutral_scrap_hound","Scrap Hound",2,"MINION","","COMMON",2,3,"MECH","DOUBLE_STRIKE","Deal 1 damage to a random enemy"
"neutral_starport_lookout","Starport Lookout",2,"MINION","","COMMON",1,5,"","DEPLOY","Deal 1 damage to a random enemy"
"neutral_spark_elemental","Spark Elemental",2,"MINION","","COMMON",3,2,"ELEMENTAL","DRAIN, BLITZ, DEPLOY","BLITZ. Deal 1 damage to all enemies"
"neutral_moon_priestess","Moon Priestess",2,"MINION","","COMMON",1,4,"","BLITZ, DEPLOY","Gain +1/+1"
"neutral_cosmic_enforcer","Cosmic Enforcer",3,"MINION","","COMMON",3,4,"","","Deal 1 damage"
"neutral_starship_pilot","Starship Pilot",3,"MINION","","COMMON",3,3,"","DOUBLE_STRIKE, LETHAL, DEPLOY","SWIFT. Deal 1 damage"
"neutral_galactic_brawler","Galactic Brawler",3,"MINION","","COMMON",4,3,"","DEPLOY","Whenever this kills a minion, gain +1/+1"
"neutral_nebula_drake","Nebula Drake",3,"MINION","","COMMON",3,5,"BEAST","","Deal 4 damage to a random enemy"
"neutral_void_watcher","Void Watcher",3,"MINION","","COMMON",2,5,"","DEPLOY","Deal 4 damage to a random enemy"
"neutral_turbo_charger","Turbo Charger",3,"MINION","","COMMON",2,4,"MECH","CLOAK, DEPLOY, SWIFT","Give a friendly minion SWIFT"
"neutral_ironbark_defender","Ironbark Defender",3,"MINION","","COMMON",1,7,"","DOUBLE_STRIKE","Deal 2 damage"
"neutral_bounty_hunter","Bounty Hunter",3,"MINION","","COMMON",3,4,"","BARRIER, DEPLOY","Deal 2 damage to a minion"
"neutral_harvest_golem","Harvest Golem",3,"MINION","","COMMON",2,4,"MECH","DRAIN, DEPLOY","Summon a 2/1 Damaged Golem"
"neutral_cosmic_vulture","Cosmic Vulture",3,"MINION","","COMMON",3,3,"BEAST","DEPLOY","Whenever a minion dies, draw a card"
"neutral_prism_guard","Prism Guard",3,"MINION","","COMMON",2,5,"","SWIFT","BARRIER"
"neutral_void_stalker","Void Stalker",3,"MINION","","COMMON",3,4,"","BLITZ","CLOAK"
"neutral_temporal_scout","Temporal Scout",3,"MINION","","COMMON",2,3,"","BLITZ","BARRIER."
"neutral_nest_defender","Nest Defender",3,"MINION","","COMMON",2,6,"BEAST","DOUBLE_STRIKE","Deal 1 damage to all enemy minions"
"neutral_reactor_core","Reactor Core",3,"MINION","","COMMON",0,6,"MECH","DEPLOY","Deal 1 damage to all enemy minions"
"neutral_mercenary_blade","Mercenary Blade",3,"MINION","","COMMON",4,3,"","SWIFT","SWIFT"
"neutral_cosmic_guardian","Cosmic Guardian",4,"MINION","","COMMON",3,6,"","DRAIN","Draw a card"
"neutral_star_berserker","Star Berserker",4,"MINION","","COMMON",5,4,"","DEPLOY","Draw a card"
"neutral_supply_runner","Supply Runner",4,"MINION","","COMMON",3,4,"","CLOAK, DEPLOY","Draw 2 cards"
"neutral_void_reaper","Void Reaper",4,"MINION","","COMMON",4,5,"","","."
"neutral_starsteel_golem","Starsteel Golem",4,"MINION","","COMMON",3,6,"MECH","BLITZ","BARRIER"
